file	sum	amin	amax	ptp	percentile10	mean	median	std	var
planetlab-workload-traces/20110306/dannan_disy_inf_uni-konstanz_de_root	1244	0	98	98	0.0	4.3194444444444446	2.0	11.692027660011282	136.70351080246891
planetlab-workload-traces/20110306/planetlab-1_cs_auckland_ac_nz_ rnp_dcc_ufjf	10022	22	39	17	31.0	34.798611111111114	35.0	3.2619009903716698	10.63999807098768
planetlab-workload-traces/20110306/planetlab3_netmedia_gist_ac_kr_uw_oneswarm	5467	0	94	94	8.0	18.982638888888889	16.0	11.402806853901215	130.0240041473765
planetlab-workload-traces/20110306/ds-pl3_technion_ac_il_uw_oneswarm	7238	0	69	69	9.0	25.131944444444443	23.5	14.029109878994943	196.81592399691351
planetlab-workload-traces/20110306/planetlab3_hiit_fi_upmc_ts	1360	0	41	41	0.0	4.7222222222222223	4.0	7.4245692396974876	55.124228395062126
planetlab-workload-traces/20110306/planetlab-02_kusa_ac_jp_root	1199	0	77	77	0.0	4.1631944444444446	2.0	7.9724634291326808	63.560173128858025
planetlab-workload-traces/20110306/planet1_cs_rit_edu_root	941	0	69	69	0.0	3.2673611111111112	2.0	7.4991696749735715	56.237545814043223
planetlab-workload-traces/20110306/planetlab2_unineuchatel_ch_upmc_ts	1034	0	39	39	0.0	3.5902777777777777	2.0	6.1440047499398869	37.748794367283892
planetlab-workload-traces/20110306/pnode1_pdcc-ntu_singaren_net_sg_uw_oneswarm	3120	0	43	43	4.0	10.833333333333334	10.0	7.1908506682682152	51.708333333333435
planetlab-workload-traces/20110306/146-179_surfsnel_dsl_internl_net_uw_oneswarm	7656	3	62	59	14.0	26.583333333333332	27.0	9.4468542677208358	89.243055555555372
planetlab-workload-traces/20110306/ple1_tu_koszalin_pl_uw_oneswarm	1944	0	47	47	2.0	6.75	5.0	5.3696678978623371	28.833333333333332
planetlab-workload-traces/20110306/planetlab2_ci_pwr_wroc_pl_nyu_d	302	0	8	8	0.0	1.0486111111111112	1.0	1.104472354610454	1.2198591820987605
planetlab-workload-traces/20110306/pl4_unm_edu_howard_p2psip	1722	0	70	70	0.0	5.979166666666667	4.0	8.2234157119911	67.624565972222101
planetlab-workload-traces/20110306/plab-1_sinp_msu_ru_uw_oneswarm	4984	0	62	62	5.0	17.305555555555557	14.0	11.263126772409072	126.85802469135798
planetlab-workload-traces/20110306/pl2_grid_kiae_ru_upmc_ts	2721	0	58	58	3.0	9.4479166666666661	5.0	12.039751685966046	144.95562065972223
planetlab-workload-traces/20110306/planetlab1_nvlab_org_uw_seattle	437	0	17	17	0.0	1.5173611111111112	2.0	2.2094440559257023	4.8816430362654168
planetlab-workload-traces/20110306/pl4_unm_edu_arizona_demo2	2082	0	44	44	0.0	7.229166666666667	7.0	6.4449794737195871	41.537760416666806
planetlab-workload-traces/20110306/planetlab1_informatik_uni-erlangen_de_princeton_codeen	5867	4	76	72	9.0	20.371527777777779	19.0	10.291117820685391	105.90710599922845
planetlab-workload-traces/20110306/vicky_planetlab_ntua_gr_root	582	0	16	16	0.0	2.0208333333333335	2.0	2.3920259602363108	5.7217881944444455
planetlab-workload-traces/20110306/pl4_unm_edu_nyu_d	313	0	7	7	0.0	1.0868055555555556	1.0	1.3499355194363172	1.8223259066357995
planetlab-workload-traces/20110306/mercury_silicon-valley_ru_uw_oneswarm	677	0	60	60	0.0	2.3506944444444446	2.0	4.4282787057190349	19.609652295524651
planetlab-workload-traces/20110306/planetlab2_cs_stevens-tech_edu_root	9362	0	89	89	0.0	32.506944444444443	39.5	27.638915933822627	763.90967399691431
planetlab-workload-traces/20110306/planetlab3_csail_mit_edu_tum_i2p	891	0	47	47	0.0	3.09375	2.0	4.2477399015044854	18.043294270833332
planetlab-workload-traces/20110306/planet2_scs_stanford_edu_nyu_d	908	0	14	14	1.0	3.1527777777777777	3.0	2.4701536289504915	6.1016589506172823
planetlab-workload-traces/20110306/planet3_cc_gt_atl_ga_us_princeton_codeen	490	0	66	66	0.0	1.7013888888888888	2.0	4.2090838623002691	17.716386959876548
planetlab-workload-traces/20110306/pl1_rcc_uottawa_ca_uw_oneswarm	1575	0	46	46	2.0	5.46875	4.0	4.0533417069198041	16.429578993055554
planetlab-workload-traces/20110306/plab1-c703_uibk_ac_at_irisaple_wup	949	0	16	16	2.0	3.2951388888888888	3.0	2.2545580332194417	5.0830319251543177
planetlab-workload-traces/20110306/planet1_inf_tu-dresden_de_root	1710	0	61	61	2.0	5.9375	4.0	6.1905155390232958	38.322482638888886
planetlab-workload-traces/20110306/chimay_infonet_fundp_ac_be_uw_oneswarm	2178	0	58	58	3.0	7.5625	7.0	5.4220726228793517	29.398871527777775
planetlab-workload-traces/20110306/onelab10_pl_sophia_inria_fr_tsinghua_xyz	1762	3	25	22	3.0	6.1180555555555554	5.0	2.557658781260316	6.5416184413580059
planetlab-workload-traces/20110306/75-130-96-12_static_oxfr_ma_charter_com_tsinghua_xyz	4549	9	25	16	13.0	15.795138888888889	15.5	2.7619143386504965	7.6281708140432105
planetlab-workload-traces/20110306/planetlab01_mpi-sws_mpg_de_tum_i2p	3096	0	51	51	0.0	10.75	8.0	9.9484783872822593	98.972222222222214
planetlab-workload-traces/20110306/planetlab-1_amst_nodes_planet-lab_org_uw_oneswarm	6238	1	44	43	8.7000000000000028	21.659722222222221	21.0	10.182817222630792	103.68976658950626
planetlab-workload-traces/20110306/pl1_planetlab_ics_tut_ac_jp_tsinghua_xyz	1560	0	14	14	4.0	5.416666666666667	6.0	1.9202864369671546	3.6875000000000102
planetlab-workload-traces/20110306/node-2_mcgillplanetlab_org_tsinghua_xyz	1867	2	17	15	4.0	6.4826388888888893	6.0	2.0292250115195554	4.11775414737654
planetlab-workload-traces/20110306/planetlab2_di_unito_it_root	1983	0	53	53	2.0	6.885416666666667	4.0	9.045644046461133	81.823676215277743
planetlab-workload-traces/20110306/planetlab2_di_unito_it_nyu_d	643	0	18	18	0.0	2.2326388888888888	2.0	2.1371492519602633	4.5674069251543132
planetlab-workload-traces/20110306/planetlab2_itwm_fhg_de_ufl_svpn	418	0	18	18	0.0	1.4513888888888888	1.0	2.0977165532202631	4.4004147376542999
planetlab-workload-traces/20110306/planet1_scs_stanford_edu_uw_oneswarm	3884	3	28	25	8.0	13.486111111111111	12.5	4.9798010211128485	24.798418209876569
planetlab-workload-traces/20110306/planet1_scs_stanford_edu_root	1080	0	35	35	1.0	3.75	3.0	4.1599946581162284	17.305555555555554
planetlab-workload-traces/20110306/pl1_ucs_indiana_edu_uw_oneswarm	3316	0	38	38	4.0	11.513888888888889	10.0	7.1277880618268217	50.805362654320959
planetlab-workload-traces/20110306/planetlab06_mpi-sws_mpg_de_uka_p2pns	393	0	20	20	0.0	1.3645833333333333	1.0	1.878902189444678	3.5302734375000049
planetlab-workload-traces/20110306/lefthand_eecs_harvard_edu_ yale_p4p	8134	13	35	22	22.0	28.243055555555557	29.0	4.9254815441089619	24.260368441358001
planetlab-workload-traces/20110306/146-179_surfsnel_dsl_internl_net_tsinghua_xyz	4827	11	23	12	14.0	16.760416666666668	17.0	2.2931576589085854	5.2585720486111045
planetlab-workload-traces/20110306/planet2_pnl_nitech_ac_jp_root	824	0	96	96	0.0	2.8611111111111112	2.0	10.372312979427953	107.58487654320957
planetlab-workload-traces/20110306/planetlab2_cis_upenn_edu_upmc_ts	1387	0	44	44	0.0	4.8159722222222223	2.0	8.9491709981865935	80.087661554784034
planetlab-workload-traces/20110306/planetlab2_ci_pwr_wroc_pl_irisaple_wup	936	0	11	11	1.0	3.25	3.0	2.0665994612728742	4.270833333333333
planetlab-workload-traces/20110306/planetlab-2_cs_colostate_edu_root	1368	0	99	99	0.0	4.75	2.0	10.252370999486466	105.1111111111111
planetlab-workload-traces/20110306/planetlab2_jhu_edu_uw_oneswarm	2799	0	44	44	4.0	9.71875	9.0	6.0404362971330325	36.486870659722221
planetlab-workload-traces/20110306/planet1_servers_ua_pt_irisaple_HEAP	981	0	23	23	0.0	3.40625	3.0	3.4967587918830074	12.227322048611111
planetlab-workload-traces/20110306/planetlab1_dojima_wide_ad_jp_irisaple_wup	763	0	18	18	0.0	2.6493055555555554	2.0	2.6362720029053262	6.9499300733024603
planetlab-workload-traces/20110306/mars_planetlab_haw-hamburg_de_uw_oneswarm	3180	0	57	57	4.0	11.041666666666666	9.0	7.8429683652159268	61.512152777777786
planetlab-workload-traces/20110306/planet1_servers_ua_pt_uw_oneswarm	3097	0	45	45	3.0	10.753472222222221	9.0	6.1727156502813534	38.102418499228357
planetlab-workload-traces/20110306/plnode-03_gpolab_bbn_com_ rnp_dcc_ufjf	10026	20	39	19	29.700000000000003	34.8125	36.0	4.1749397034900726	17.430121527777779
planetlab-workload-traces/20110306/kc-sce-plab2_umkc_edu_root	1074	0	47	47	0.0	3.7291666666666665	2.0	6.6271943430920404	43.919704861111136
planetlab-workload-traces/20110306/planetdev02_fm_intel_com_uw_oneswarm	5234	1	43	42	8.0	18.173611111111111	17.0	8.6665303363565069	75.10874807098763
planetlab-workload-traces/20110306/planetvs1_informatik_uni-stuttgart_de_princeton_codeen	2491	2	60	58	4.0	8.6493055555555554	8.0	4.670229243239949	21.811041184413586
planetlab-workload-traces/20110306/plnode-03_gpolab_bbn_com_tum_i2p	793	0	27	27	0.0	2.7534722222222223	2.0	3.8870764005448648	15.109362943672821
planetlab-workload-traces/20110306/planetlab1_eee_hku_hk_root	1777	0	89	89	0.0	6.1701388888888893	3.0	14.021890524091209	196.61341386959882
planetlab-workload-traces/20110306/adam_ee_ntu_edu_tw_root	1454	0	80	80	0.0	5.0486111111111107	2.0	12.434176614114341	154.60874807098796
planetlab-workload-traces/20110306/planetlab01_cs_washington_edu_uw_oneswarm	5523	0	57	57	6.7000000000000028	19.177083333333332	19.0	10.165978246842638	103.34711371527771
planetlab-workload-traces/20110306/planetlab1_eecs_ucf_edu_root	485	0	69	69	0.0	1.6840277777777777	2.0	4.2721020586156859	18.250855999228378
planetlab-workload-traces/20110306/planetlab1_cse_msu_edu_nyu_d	646	0	29	29	0.0	2.2430555555555554	2.0	2.7137676960316028	7.3645351080246746
planetlab-workload-traces/20110306/planetlab-1_cs_uic_edu_ rnp_dcc_ufjf	9997	24	39	15	31.0	34.711805555555557	35.0	3.0213820542504903	9.1287495177469129
planetlab-workload-traces/20110306/pl1_planetlab_ics_tut_ac_jp_ rnp_dcc_ufjf	9340	16	38	22	26.0	32.430555555555557	33.0	3.9767602283240873	15.814621913580247
planetlab-workload-traces/20110306/cs-planetlab4_cs_surrey_sfu_ca_uw_oneswarm	2557	0	43	43	2.0	8.8784722222222214	8.0	6.3121208708418459	39.842869888117228
planetlab-workload-traces/20110306/planetlab2_itwm_fhg_de_utokyo_sora	720	0	6	6	1.0	2.5	3.0	1.0897247358851685	1.1875
planetlab-workload-traces/20110306/planetlab2_cs_uiuc_edu_root	798	0	67	67	0.0	2.7708333333333335	1.0	9.4455447684197633	89.218315972221944
planetlab-workload-traces/20110306/pl-node-1_csl_sri_com_root	1222	0	62	62	0.0	4.2430555555555554	2.0	8.9882226396065725	80.788146219136138
planetlab-workload-traces/20110306/planet4_cc_gt_atl_ga_us_root	932	0	17	17	0.0	3.2361111111111112	2.0	2.6666304974398911	7.1109182098765222
planetlab-workload-traces/20110306/gschembra4_diit_unict_it_uw_oneswarm	5008	0	70	70	5.0	17.388888888888889	16.0	10.842375144101592	117.55709876543202
planetlab-workload-traces/20110306/evghu7_colbud_hu_uw_oneswarm	5645	2	70	68	8.0	19.600694444444443	18.0	11.023188919826765	121.51069396219155
planetlab-workload-traces/20110306/planetlab-2_ssvl_kth_se_howard_p2psip	1416	0	30	30	0.0	4.916666666666667	0.5	6.2204858688405142	38.694444444444528
planetlab-workload-traces/20110306/planetlab3_hiit_fi_princeton_codeen	2017	2	18	16	4.0	7.0034722222222223	6.0	2.8363932788951742	8.0451268325617171
planetlab-workload-traces/20110306/planetlab-2_cs_ucy_ac_cy_uw_seattle	476	0	20	20	0.0	1.6527777777777777	2.0	2.4967185253972248	6.2336033950616931
planetlab-workload-traces/20110306/planetlab-05_cs_princeton_edu_utokyo_sora	326	0	4	4	0.0	1.1319444444444444	2.0	1.0458019768060109	1.0937017746913602
planetlab-workload-traces/20110306/planetlab1_informatik_uni-erlangen_de_utokyo_sora	583	0	5	5	0.0	2.0243055555555554	2.0	1.0355317023808597	1.0723259066358015
planetlab-workload-traces/20110306/planetlab_urv_net_utokyo_sora	520	0	5	5	0.0	1.8055555555555556	2.0	1.0657403385139368	1.1358024691358006
planetlab-workload-traces/20110306/planetlab1_wiwi_hu-berlin_de_uw_oneswarm	7927	3	77	74	10.0	27.524305555555557	25.0	15.819931813168555	250.27024257330251
planetlab-workload-traces/20110306/dannan_disy_inf_uni-konstanz_de_uw_trs2	1138	0	84	84	0.0	3.9513888888888888	2.0	8.34110459404301	69.574025848765416
planetlab-workload-traces/20110306/planetlab1_nvlab_org_root	1937	0	77	77	0.0	6.7256944444444446	2.0	13.045237777994455	170.17822868441368
planetlab-workload-traces/20110306/planetlab1_netlab_uky_edu_uw_oneswarm	1754	0	40	40	2.0	6.0902777777777777	6.0	5.0289622223626402	25.290461033950582
planetlab-workload-traces/20110306/planetlab1_cs_colorado_edu_uw_trs2	1475	0	90	90	0.0	5.1215277777777777	2.0	12.327524888967648	151.96786988811684
planetlab-workload-traces/20110306/dannan_disy_inf_uni-konstanz_de_princeton_codeen	921	0	69	69	2.0	3.1979166666666665	2.0	4.4813342623412158	20.08235677083329
planetlab-workload-traces/20110306/eve_ee_ntu_edu_tw_colostate_557	17083	13	90	77	38.0	59.315972222222221	62.0	16.157025317500107	261.04946711033944
planetlab-workload-traces/20110306/pl2_eng_monash_edu_au_root	725	0	92	92	0.0	2.5173611111111112	2.0	7.0059283414230178	49.083031925154273
planetlab-workload-traces/20110306/planetlab06_mpi-sws_mpg_de_irisaple_wup	1580	1	9	8	4.0	5.4861111111111107	5.0	1.2132721545422738	1.4720293209876509
planetlab-workload-traces/20110306/pl2-higashi_ics_es_osaka-u_ac_jp_root	1825	0	94	94	0.0	6.3368055555555554	4.0	11.932438551927458	142.38308979552463
planetlab-workload-traces/20110306/planetlab2_comp_nus_edu_sg_princeton_codeen	388	0	6	6	0.0	1.3472222222222223	2.0	1.232203561626062	1.5183256172839525
planetlab-workload-traces/20110306/planetlab1_willab_fi_uw_oneswarm	1978	0	19	19	2.0	6.8680555555555554	7.0	4.0289689330621865	16.23259066358025
planetlab-workload-traces/20110306/planetlab2_arizona-gigapop_net_uw_oneswarm	7032	2	60	58	9.0	24.416666666666668	23.0	12.604838136384165	158.88194444444463
planetlab-workload-traces/20110306/cs-planetlab4_cs_surrey_sfu_ca_root	7363	18	32	14	23.0	25.565972222222221	25.0	2.3009256348274647	5.2942587770061715
planetlab-workload-traces/20110306/pli1-pa-4_hpl_hp_com_ rnp_dcc_ufjf	19902	41	80	39	58.0	69.104166666666671	68.0	7.2865160380131115	53.093315972222292
planetlab-workload-traces/20110306/75-130-96-12_static_oxfr_ma_charter_com_uw_oneswarm	8692	2	91	89	9.0	30.180555555555557	27.5	18.331875994265729	336.05767746913614
planetlab-workload-traces/20110306/planetlab-05_cs_princeton_edu_clemson_kangc	382	0	4	4	0.0	1.3263888888888888	2.0	1.0693317040141843	1.143470293209879
planetlab-workload-traces/20110306/pl1_sos_info_hiroshima-cu_ac_jp_uw_oneswarm	2865	0	43	43	4.0	9.9479166666666661	8.0	6.8288142450249447	46.632703993055607
planetlab-workload-traces/20110306/planetlab2_itwm_fhg_de_princeton_codeen	10297	6	86	80	22.0	35.753472222222221	35.0	12.251062387007076	150.08852961033952
planetlab-workload-traces/20110306/node2_planetlab_mathcs_emory_edu_uw_oneswarm	2785	0	48	48	2.0	9.6701388888888893	9.0	6.5180473799579364	42.484941647376523
planetlab-workload-traces/20110306/planetlab2_cis_upenn_edu_root	1521	0	94	94	0.0	5.28125	2.0	14.23491145013047	202.63270399305554
planetlab-workload-traces/20110306/plab1_create-net_org_uw_oneswarm	3115	0	39	39	2.7000000000000028	10.815972222222221	9.0	8.3464992927378177	69.664050443672878
planetlab-workload-traces/20110306/cs-planetlab3_cs_surrey_sfu_ca_uw_oneswarm	1905	0	47	47	2.0	6.614583333333333	6.0	5.2388170413801909	27.445203993055497
planetlab-workload-traces/20110306/planetlab-1_ing_unimo_it_uw_oneswarm	1741	0	43	43	2.0	6.0451388888888893	5.0	5.4251258288161122	29.431990258487712
planetlab-workload-traces/20110306/planetlab-um00_di_uminho_pt_upmc_ts	912	0	11	11	0.0	3.1666666666666665	3.0	1.9561157657175838	3.8263888888888893
planetlab-workload-traces/20110306/planetlab-02_bu_edu_tum_i2p	526	0	24	24	0.0	1.8263888888888888	2.0	2.5299040965329724	6.4004147376543159
planetlab-workload-traces/20110306/planetlab1_bupt_edu_cn_uw_oneswarm	2327	0	24	24	2.0	8.0798611111111107	8.0	4.5335030584207088	20.552649980709919
planetlab-workload-traces/20110306/peace_informatik_rwth-aachen_de_tsinghua_xyz	4357	9	23	14	12.0	15.128472222222221	15.0	2.4067660181029344	5.7925226658950546
planetlab-workload-traces/20110306/planetlab1_hiit_fi_uka_p2pns	456	0	7	7	0.0	1.5833333333333333	2.0	1.3228756555322927	1.7499999999999933
planetlab-workload-traces/20110306/planetlab3_hiit_fi_ rnp_dcc_ufjf	9529	16	38	22	30.0	33.086805555555557	33.0	3.1440142980965953	9.8848259066358271
planetlab-workload-traces/20110306/planet4_cs_ucsb_edu_waseda_ow	19854	39	91	52	52.0	68.9375	70.0	11.539015188818228	133.14887152777777
planetlab-workload-traces/20110306/osiris_planetlab_cs_umd_edu_tsinghua_xyz	2012	4	21	17	5.0	6.9861111111111107	6.0	1.7911282567417584	3.2081404320987703
planetlab-workload-traces/20110306/server3_planetlab_iit-tech_net_upmc_ts	2012	0	52	52	0.0	6.9861111111111107	3.0	12.097684644816617	146.35397376543176
planetlab-workload-traces/20110306/onelab11_pl_sophia_inria_fr_irisaple_HEAP	4212	2	35	33	11.0	14.625	15.0	4.0983990776887502	16.796875
planetlab-workload-traces/20110306/planet3_cc_gt_atl_ga_us_arizona_nest	20578	12	99	87	47.700000000000003	71.451388888888886	74.5	17.285322073426876	298.78235918209845
planetlab-workload-traces/20110306/mercury_silicon-valley_ru_root	551	0	15	15	0.0	1.9131944444444444	2.0	2.4472418297549732	5.98899257330247
planetlab-workload-traces/20110306/planetlab1_cs_aueb_gr_uw_oneswarm	2996	0	62	62	4.0	10.402777777777779	8.0	7.6392802930028534	58.358603395061763
planetlab-workload-traces/20110306/planetlab1_eecs_wsu_edu_princeton_codeen	2701	2	73	71	5.0	9.3784722222222214	9.0	5.4024642421877527	29.186619888117292
planetlab-workload-traces/20110306/planetlab1_cs_ucl_ac_uk_uw_oneswarm	4522	0	62	62	5.0	15.701388888888889	14.0	10.823123304803822	117.1399980709876
planetlab-workload-traces/20110306/planetlab1_dojima_wide_ad_jp_root	929	0	15	15	0.0	3.2256944444444446	3.0	2.3909042492032264	5.7164231288580432
planetlab-workload-traces/20110306/ds-pl3_technion_ac_il_tsinghua_xyz	2575	5	18	13	6.0	8.9409722222222214	9.0	2.0816631036280047	4.333321277006176
planetlab-workload-traces/20110306/planet1_prakinf_tu-ilmenau_de_tum_i2p	1200	0	32	32	0.0	4.166666666666667	2.0	4.9812147112928198	24.812500000000007
planetlab-workload-traces/20110306/pl1_grid_kiae_ru_tsinghua_xyz	693	0	15	15	0.0	2.40625	2.0	2.2294343686609537	4.9703776041666661
planetlab-workload-traces/20110306/pluto_cs_brown_edu_uw_oneswarm	2559	0	77	77	2.0	8.8854166666666661	7.0	8.3755635693466424	70.150065104166671
planetlab-workload-traces/20110306/dannan_disy_inf_uni-konstanz_de_upmc_ts	1415	0	49	49	0.0	4.9131944444444446	2.0	8.3051251456202166	68.975103684413213
planetlab-workload-traces/20110306/pl1_cs_yale_edu_uw_oneswarm	2569	0	45	45	3.4000000000000057	8.9201388888888893	8.0	5.9304894853852854	35.17070553626543
planetlab-workload-traces/20110306/planetlab-1_cs_auckland_ac_nz_uw_oneswarm	2866	0	37	37	4.0	9.9513888888888893	9.5	5.8817394690770524	34.594859182098801
planetlab-workload-traces/20110306/planetlab0_otemachi_wide_ad_jp_inria_overlaysec	1829	0	42	42	0.0	6.3506944444444446	2.0	9.2047654968000128	84.727707851079998
planetlab-workload-traces/20110306/planetlab1_cs_umass_edu_root	8362	0	79	79	0.0	29.034722222222221	33.0	25.352353932580673	642.7418499228387
planetlab-workload-traces/20110306/planetlab1_citadel_edu_uw_oneswarm	7596	0	67	67	9.0	26.375	26.0	14.620369637370093	213.75520833333331
planetlab-workload-traces/20110306/planet4_cs_ucsb_edu_upmc_ts	1327	0	55	55	0.0	4.6076388888888893	2.0	7.957059931814495	63.314802758487701
planetlab-workload-traces/20110306/kupl1_ittc_ku_edu_tum_i2p	772	0	14	14	0.0	2.6805555555555554	1.5	3.0428714001785711	9.2590663580246968
planetlab-workload-traces/20110306/nis-planet1_doshisha_ac_jp_uw_oneswarm	2207	0	25	25	2.0	7.6631944444444446	8.0	4.6196778165644856	21.341423128858011
planetlab-workload-traces/20110306/planet0_jaist_ac_jp_tum_i2p	1750	0	38	38	0.0	6.0763888888888893	5.0	5.8932398431393773	34.73027584876543
planetlab-workload-traces/20110306/planetlab-2_tagus_ist_utl_pt_root	1003	0	16	16	0.0	3.4826388888888888	4.0	2.5966813719392943	6.7427541473765364
planetlab-workload-traces/20110306/planetlab-2_tagus_ist_utl_pt_princeton_contdist	16752	0	89	89	40.0	58.166666666666664	57.0	14.374456511465064	206.62500000000037
planetlab-workload-traces/20110306/planet2_zib_de_ rnp_dcc_ufjf	13870	39	49	10	47.0	48.159722222222221	49.0	1.2972363489594807	1.6828221450617238
planetlab-workload-traces/20110306/planet2_inf_tu-dresden_de_nyu_d	1193	0	25	25	0.0	4.1423611111111107	4.0	3.3161867295365477	10.997094425154305
planetlab-workload-traces/20110306/planetlab1_comp_nus_edu_sg_princeton_codeen	422	0	6	6	0.0	1.4652777777777777	2.0	1.1809435636884962	1.3946277006172851
planetlab-workload-traces/20110306/node2_planetlab_albany_edu_uw_oneswarm	1796	0	27	27	2.0	6.2361111111111107	6.0	4.050010478572025	16.402584876543202
planetlab-workload-traces/20110306/plab1-c703_uibk_ac_at_tum_i2p	737	0	50	50	0.0	2.5590277777777777	2.0	5.3127848053650091	28.22568238811732
planetlab-workload-traces/20110306/fobos_cecalc_ula_ve_root	910	0	17	17	0.70000000000000284	3.1597222222222223	2.0	2.3925903978174747	5.7244888117283823
planetlab-workload-traces/20110306/planet11_csc_ncsu_edu_upmc_ts	1329	0	43	43	0.0	4.614583333333333	2.0	7.3139466161687814	53.493815104166771
planetlab-workload-traces/20110306/planetlab1_tlm_unavarra_es_irisaple_wup	433	0	22	22	0.0	1.5034722222222223	2.0	2.3673095721386925	5.6041546103394788
planetlab-workload-traces/20110306/planetlab05_mpi-sws_mpg_de_nyu_d	781	0	39	39	0.0	2.7118055555555554	2.0	3.2633698612140618	10.649582851080284
planetlab-workload-traces/20110306/mercury_silicon-valley_ru_irisaple_wup	656	0	38	38	0.0	2.2777777777777777	2.0	2.9567353534967036	8.742283950617276
planetlab-workload-traces/20110306/planetlab1_unineuchatel_ch_princeton_codeen	2278	2	81	79	4.0	7.9097222222222223	6.0	6.0946392592685354	37.14462770061732
planetlab-workload-traces/20110306/planetlab02_mpi-sws_mpg_de_princeton_comon	343	0	6	6	0.0	1.1909722222222223	2.0	1.242332774038672	1.5433907214506222
planetlab-workload-traces/20110306/ple1_dmcs_p_lodz_pl_upmc_ts	1586	0	50	50	0.0	5.5069444444444446	3.0	9.0365742401041143	81.659673996913256
planetlab-workload-traces/20110306/planetlab1_informatik_uni-erlangen_de_tum_i2p	4250	0	90	90	2.0	14.756944444444445	12.0	11.965080284692446	143.16314621913585
planetlab-workload-traces/20110306/planetlab_urv_net_nyu_d	1024	0	21	21	0.0	3.5555555555555554	2.0	3.2898787924687771	10.82330246913582
planetlab-workload-traces/20110306/iraplab1_iralab_uni-karlsruhe_de_uw_oneswarm	3175	0	54	54	4.0	11.024305555555555	8.0	8.6024927470002162	74.002881462191326
planetlab-workload-traces/20110306/planetlab06_mpi-sws_mpg_de_root	4053	1	76	75	4.0	14.072916666666666	7.0	16.070101287233523	258.24815538194457
planetlab-workload-traces/20110306/pl1_grid_kiae_ru_princeton_codeen	2801	2	70	68	4.0	9.7256944444444446	9.0	7.3756661330781323	54.400450906635726
planetlab-workload-traces/20110306/host4-plb_loria_fr_upmc_ts	6038	1	91	90	3.0	20.965277777777779	5.0	27.305604124236226	745.59601658950635
planetlab-workload-traces/20110306/planetlab2_jhu_edu_poly_cao	20152	39	96	57	48.0	69.972222222222229	73.5	15.862886649015246	251.63117283950618
planetlab-workload-traces/20110306/planetlab1_cs_ucla_edu_princeton_codeen	901	0	41	41	0.0	3.1284722222222223	2.0	3.4330129946521666	11.785578221450637
planetlab-workload-traces/20110306/planetlab1_informatik_uni-erlangen_de_uw_seattle	438	0	18	18	0.0	1.5208333333333333	2.0	1.83888836438395	3.3815104166666785
planetlab-workload-traces/20110306/planetlab-2_sjtu_edu_cn_ rnp_dcc_ufjf	10627	26	40	14	35.0	36.899305555555557	37.0	1.6159790860762446	2.6113884066358146
planetlab-workload-traces/20110306/planetlab05_cs_washington_edu_uw_oneswarm	3127	0	72	72	4.0	10.857638888888889	10.0	6.8867735537557708	47.427649980709894
planetlab-workload-traces/20110306/planetlab-europe-07_ipv6_lip6_fr_uw_oneswarm	2704	0	47	47	3.0	9.3888888888888893	9.0	5.9314499715863809	35.18209876543208
planetlab-workload-traces/20110306/planetlab-2_cs_ucy_ac_cy_nyu_d	2934	0	28	28	0.0	10.1875	2.0	10.845806121108133	117.63151041666666
planetlab-workload-traces/20110306/planetlab-2_elisa_cpsc_ucalgary_ca_ rnp_dcc_ufjf	7851	14	31	17	25.0	27.260416666666668	28.0	2.4047614443363519	5.7828776041666581
planetlab-workload-traces/20110306/planetlab05_cs_washington_edu_ rnp_dcc_ufjf	10225	24	40	16	32.0	35.503472222222221	36.0	2.9872393701851103	8.923599054783935
planetlab-workload-traces/20110306/freedom_informatik_rwth-aachen_de_tsinghua_xyz	4514	8	23	15	13.0	15.673611111111111	16.0	2.4953564127280901	6.2268036265432016
planetlab-workload-traces/20110306/node2_lbnl_nodes_planet-lab_org_tsinghua_xyz	4268	0	25	25	10.0	14.819444444444445	15.0	3.7289274183547767	13.90489969135802
planetlab-workload-traces/20110306/146-179_surfsnel_dsl_internl_net_rnp_dcc_ufjf	7987	4	73	69	14.0	27.732638888888889	22.5	13.814044432816218	190.82782359182073
planetlab-workload-traces/20110306/planetlab1_uc3m_es_uw_oneswarm	2314	0	43	43	2.0	8.0347222222222214	7.0	5.8027929032833034	33.672405478395071
planetlab-workload-traces/20110306/pl4_unm_edu_arizona_owl	2008	0	59	59	0.0	6.9722222222222223	6.5	6.8702705393565608	47.200617283950692
planetlab-workload-traces/20110306/netapp7_cs_kookmin_ac_kr_princeton_codeen	1211	0	72	72	2.0	4.2048611111111107	4.0	5.1359683423910534	26.378170814043102
planetlab-workload-traces/20110306/planetlab1_cs_uml_edu_uw_oneswarm	3200	0	43	43	2.0	11.111111111111111	9.5	8.0735431357881566	65.182098765432073
planetlab-workload-traces/20110306/fobos_cecalc_ula_ve_uw_oneswarm	7226	3	70	67	9.0	25.090277777777779	22.0	14.277222143857744	203.83907214506192
planetlab-workload-traces/20110306/planet2_att_nodes_planet-lab_org_princeton_contdist	8191	0	84	84	2.0	28.440972222222221	31.0	22.700877715515389	515.32984905478327
planetlab-workload-traces/20110306/planetlab2_eecs_ucf_edu_root	1879	0	90	90	2.0	6.5243055555555554	5.5	9.8382455705596126	96.791075906635854
